index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,obs_pos_x,obs_pos_y,obs_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
12200,-0.06457428918486517,0.7878748187816175,2.115498718719412,0.2270194727156005,-0.008426160012077574,0.015390570309736196,0.9737321444734802,0.5,0.8700999999998983,3.3201000000006755,0.08494750217997231,0.0,0.0,0.9963854283726673,2.115498718719412,,,0.0
12400,-0.06992837470720044,0.8298940781294707,2.141548132835216,0.23315182254512015,-0.00922332580647027,0.013645484451867678,0.9723008580984748,0.5,0.8900999999998961,3.3401000000007177,0.0949069430605758,0.0,0.0,0.9954861486524544,2.141548132835216,,,0.0
12600,-0.0746340882936177,0.869109024530835,2.1688227490592293,0.2395190901587375,-0.01014402246837347,0.011559753302636854,0.970769836965114,0.5,0.9100999999998939,3.36010000000076,0.10485689332596211,0.0,0.0,0.9944873211469455,2.1688227490592293,,,0.0
12800,0.016386791715101597,0.9522238630947976,2.09168486240511,0.2702969469452961,-0.2369068440189329,-0.026426011290494062,0.9328002860507256,0.5,0.9300999999998917,3.380100000000802,0.11479635798939629,0.0,0.0,0.9933890457380585,2.09168486240511,,,inf
13000,-0.06610153162453233,1.001114375978031,2.089084778552612,0.2914541261268422,-0.16770705138528852,-0.048851067511355525,0.9405011485810594,0.5,0.9500999999998895,3.4001000000008443,0.12472434311269483,0.0,0.0,0.9921914322524191,2.089084778552612,,,inf
13200,-0.05446391825575407,1.0441883779518728,2.109658651294066,0.299459684062456,-0.17784021588901927,-0.04902618779602564,0.936105329620524,0.5,0.9700999999998873,3.4201000000008865,0.13463985590561872,0.0,0.0,0.990894600450378,2.109658651294066,,,0.22988271105251457
13400,-0.053358374907652655,1.0898747050800257,2.1318292923332858,0.308560833814141,-0.17811155140552876,-0.050567277394671685,0.9330109525341748,0.5,0.9900999999998851,3.4401000000009287,0.14454190482515153,0.0,0.0,0.9894986800140346,2.1318292923332858,,,0.011911691440658068
13600,-0.054624924537772145,1.1366894117046384,2.153441669051173,0.31820990763630147,-0.17676173765649345,-0.052647367736120936,0.9299064455380504,0.5,1.010099999999883,3.460100000000971,0.15442949967465305,0.0,0.0,0.9880038105342693,2.153441669051173,,,0.07899833568333392
13800,-0.05421497650200894,1.1825927521703765,2.17639576823024,0.32739193959306395,-0.17653766054484923,-0.05433916166555219,0.9266586360728141,0.5,1.0300999999998808,3.480100000001013,0.16430165170287792,0.0,0.0,0.9864101414967844,2.17639576823024,,,inf
14000,-0.053815564736367144,1.2284332689323514,2.1998618768853575,0.33654254659893285,-0.17629085981900605,-0.056033913384509845,0.923320555183192,0.5,1.0500999999998786,3.5001000000010554,0.1741573737028501,0.0,0.0,0.9847178322671556,2.1998618768853575,,,0.08903734859301204
14200,-0.053440456435639105,1.2742149587101905,2.2238380773302087,0.34566574020279756,-0.17600795514689135,-0.05773304805295327,0.9198930866886528,0.5,1.0700999999998764,3.5201000000010976,0.18399568011058262,0.0,0.0,0.9829270520748954,2.2238380773302087,,,0.10712443555474671
14400,-0.05310587645043476,1.3199177397051196,2.2483268388498554,0.3547528554707998,-0.17571106745374918,-0.059451070916825735,0.9163741607424449,0.5,1.0900999999998742,3.54010000000114,0.19381558710363336,0.0,0.0,0.9810379799965311,2.2483268388498554,,,0.11242432307605688
14600,-0.05280090155510738,1.3655258394982221,2.2733185777079266,0.3638051355896268,-0.17538696521303923,-0.06117607111341635,0.9127665222142515,0.5,1.110099999999872,3.560100000001182,0.20361611269948618,0.0,0.0,0.9790508049376959,2.2733185777079266,,,inf
14800,-0.052511843446782516,1.4110459396875457,2.29880561886683,0.3728339296216464,-0.17500332482844333,-0.06289153569757182,0.909072797942757,0.5,1.1300999999998698,3.580100000001224,0.21339627685374854,0.0,0.0,0.9769657256142399,2.29880561886683,,,0.10865030139218357
15000,-0.05222699527423716,1.4564545732593115,2.324796443900788,0.3818285887115981,-0.174592398564319,-0.06460327916716294,0.9052904724600369,0.5,1.1500999999998676,3.6001000000012664,0.22315510155815518,0.0,0.0,0.974782950532358,2.324796443900788,,,0.15284088751308422
15200,-0.05194438771677009,1.501738897559165,2.3512905450135757,0.3907863587270023,-0.17416012264665653,-0.06631227143557489,0.9014194119108191,0.5,1.1700999999998654,3.6201000000013086,0.232891610938368,0.0,0.0,0.9725026979677392,2.3512905450135757,,,inf
15400,-0.051663543714808455,1.5468887529702378,2.3782855916249472,0.39970622702579267,-0.17370704493646325,-0.06801823021128754,0.8974599238824936,0.5,1.1900999999998632,3.640100000001351,0.2426048313515627,0.0,0.0,0.97012519594374,2.3782855916249472,,,inf
15600,-0.051247614003973506,1.5918479648480879,2.4057993299097222,0.4085781180430301,-0.17326353122731028,-0.06967780697250399,0.8934140548584184,0.5,1.210099999999861,3.660100000001393,0.2522937914837922,0.0,0.0,0.9676506822085813,2.4057993299097222,,,0.25631506805449034
15800,-0.05067610540233257,1.6364890302167365,2.433817163316009,0.4173911530191627,-0.17277247927488237,-0.07125074101093679,0.8893017641340518,0.5,1.2300999999998588,3.6801000000014352,0.2619575224471175,0.0,0.0,0.9650794042115747,2.433817163316009,,,0.12253302669039812
16000,-0.05038177403064044,1.6811183957789753,2.462291089361201,0.4261783058225572,-0.1722605227808003,-0.07293546721869684,0.8850868779724907,0.5,1.2500999999998565,3.7001000000014774,0.27159505787649535,0.0,0.0,0.9624116190783771,2.462291089361201,,,inf
16200,-0.05015991159454849,1.725662923472302,2.4912492854397312,0.43494454237514574,-0.17171918185082322,-0.07464498961732097,0.8807745983891617,0.5,1.2700999999998543,3.7201000000015196,0.28120543402641396,0.0,0.0,0.9596475935852787,2.4912492854397312,,,0.2786797955050604
16400,-0.049945342429513574,1.7699977535047915,2.5206863635686934,0.4436631424483896,-0.17115000647537487,-0.07634848160345777,0.8763798267150754,0.5,1.2900999999998521,3.740100000001562,0.290787689867267,0.0,0.0,0.9567876041325254,2.5206863635686934,,,0.33613655082068705
16600,-0.049626844572640647,1.814073813891623,2.5506201117339153,0.45231738326019566,-0.17061398701197236,-0.07802686513069079,0.8719011759106675,0.5,1.31009999999985,3.760100000001604,0.3003408671814556,0.0,0.0,0.9538319367166793,2.5506201117339153,,,0.2330031322564574
16800,-0.049316664456793176,1.8579873377148657,2.5810636078158335,0.4609246674858783,-0.17007007252943346,-0.07971097790356674,0.8673354491397909,0.5,1.3300999999998477,3.7801000000016463,0.30986401065920927,0.0,0.0,0.9507808869020188,2.5810636078158335,,,0.28629287254191826
17000,-0.04892511248871911,1.9016175966614293,2.611931313138619,0.46948065270124384,-0.16957773768964982,-0.08139195534854858,0.862674131537404,0.5,1.3500999999998455,3.8001000000016885,0.3193561679941162,0.0,0.0,0.9476347597909829,2.611931313138619,,,0.31567937576089555
